"","ACH000008","ACH000014","ACH000219","ACH000304","ACH000322","ACH000348","ACH000401","ACH000404","ACH000423","ACH000425","ACH000441","ACH000465","ACH000477","ACH000550","ACH000572","ACH000579","ACH000580","ACH000614","ACH000615","ACH000640","ACH000644","ACH000650","ACH000730","ACH000750","ACH000788","ACH000799","ACH000805","ACH000812","ACH000814","ACH000822","ACH000882","ACH001239","GSM2138481","GSM2138482","GSM2138487","GSM2138488","GSM2138489","GSM2138491","GSM2138494","GSM2138495","GSM2138496","GSM2138499","GSM2138500","GSM2138501","GSM2138502","GSM2138503","GSM2138504","GSM2138505","GSM2138506","GSM2138507","GSM2138508","GSM2138509","GSM2138513","GSM2138514","GSM2138515","GSM2138516","GSM2138520","GSM2138521","GSM2138524","GSM2138525","GSM2138526","GSM2138528"
"ENSG00000002745",-0.0447884377323042,0.240389770435747,0.432082103667336,1.47322717352616,0.276953987912711,-1.09047183828815,-0.301946322112566,-0.306037962153828,0.189273711806716,0.400475097603569,-0.347324785213578,-0.4624122436858,-0.551890161219306,-1.1106116610146,-0.810845287509143,-0.0650082635969171,-0.704661191443199,-0.0425563750697132,-0.879542674643536,2.06875205584731,-0.381937397634544,-0.642390172542193,-0.946217402275868,-1.06086896222636,0.391399279694708,3.52022213553979,0.528263696249366,-0.374603311418824,0.96384888463125,1.25431914840642,-0.790715949870132,-1.2506628593609,-0.213862379427863,-0.987670643670388,-1.22289721790356,0.905992521398564,-0.605218674150218,0.930249966814496,-0.0442480066160704,0.169421998246612,0.986414118154346,2.32244610876031,1.87311839281353,1.5057349643582,-0.762495695493574,-0.481583575261821,-0.633841832880992,1.21506851633251,-1.10144408620377,-0.456209808410409,-1.44867512401204,-0.652989190597957,0.281961835521688,0.844137031204253,-0.817881913172188,0.666456434201715,-0.953568771797918,-0.217379948653427,-0.338129844646717,0.810066342479943,0.113985148702102,-1.26067045239897
"ENSG00000002822",-0.0722669519230241,0.454832656926714,-1.63066076491888,0.105794268444852,-1.85775314988981,0.249611815330603,1.17888309376807,0.0434316371173859,0.54031266511439,0.843293929451066,-1.80855236604079,0.392549692821187,1.1347793719914,0.49940469328871,1.24224968775028,0.923298029539868,0.212699382471303,0.108392168395152,1.30793907061277,0.271851736808048,-1.07435598652949,1.75303266381011,0.0751036667285678,-1.46093287507686,-0.549081624396639,-1.20767786840831,-0.0755921627190281,-0.27997356964718,1.39496875791471,-1.92992504825841,-0.452473876516399,-0.252597462100722,-0.0734312075916208,0.673958322386881,-0.474634063887904,0.406911598444887,-0.474093313344807,-0.984738143549708,-1.18215071787339,-0.111156510032176,-0.228404847311823,0.0759418426915765,-0.885713377290489,-0.662717420830592,0.479645825379634,-0.299473568934331,0.470222331767872,-1.35965400225663,-0.672043015596487,-1.68272293005111,0.659491612277656,-1.58975786321188,-0.796498276580289,-1.11487615616386,1.12683425560441,1.31364934023305,0.694869997845433,0.74252823703328,2.04720764480596,1.79005772456347,1.2651225728955,0.765038826717841
"ENSG00000004660",-0.0648148987532104,0.054833779225093,-0.363835695239649,-1.52528951358303,-0.218116011349681,-0.070521932819679,0.822770223582589,0.736899877579314,1.33623226010925,-0.865246886106347,-0.684075654851424,-0.297558304946692,2.3231608075006,0.317593345276905,0.128632096946186,1.03745048447103,-0.43539605718409,-1.40713892727763,-0.0809517018135422,-0.428668666804901,0.00201577517863277,1.34106364507467,-0.124087366521711,1.47670085864673,-0.81798635965631,-1.68407491793505,0.597182337989593,0.323113983073496,0.0107970024962613,-1.77747291443269,1.72140195403118,-1.40058211376115,-0.941706377634101,0.409133027522889,1.16009221451966,-0.555096447198654,0.996665190372069,1.0541080920038,-2.01828238480252,1.48133568149532,1.51250091904342,-0.915771057964649,-0.651711009583329,1.83168531364443,0.629636487437269,1.1710475485128,0.319442662560806,-0.453311925310994,-1.70970484236681,-0.414346836273314,-0.0610528805831962,-0.779658242726709,-1.75199701540148,-0.171591430014077,-0.718057532221987,0.676958657011542,0.0413297060845127,-0.719327091744331,0.827544704209149,-0.00129427142693275,0.110419380835962,-0.343020748145252
"ENSG00000004846",-0.19017771093918,-0.56058876625254,-1.12120054339863,-0.847723549651464,0.357728930481034,-1.19010871838731,-0.525005625026431,0.149527575589411,1.77884998200623,0.178695820910153,0.437753303704203,-0.753708450982038,0.750219035953504,-1.03317164515024,0.554505031883153,2.08206886365925,-0.782105864679192,2.21102397961082,1.25415530055108,-0.515203828342,1.47054873258621,1.40817811899545,0.676573077128259,-1.19010871838731,-0.783731520623466,-1.12620384389259,-0.562562072075318,0.135297144952353,0.147062212347623,-1.02648305433616,1.27810832692745,0.679337736803432,-0.803811057515083,-0.545931330056694,-0.874420057712976,-0.542449247680658,-0.754139411439857,-0.745946618645513,-0.900166333403481,-0.668697343461871,-0.705143017955142,-0.634219611028646,-0.754441456373358,-0.585699480716832,-1.02234218332177,-0.97216763941965,-0.795493143260826,-0.819343489952904,0.0191775857114803,-0.155024541161862,-0.777810016288298,1.05480589959424,0.499341630545475,-0.57269358762003,0.201118854104902,0.0818796107199857,0.0299071125046792,1.81961230044755,1.23048430180774,1.48975507218861,2.79561691471281,1.06669102271222
"ENSG00000004897",-0.284502573602697,0.133952610103952,0.416317005901791,0.425804304057808,0.302006123607084,-1.97906988024215,0.313430379686603,-0.270989069741754,-1.30913341687566,0.510078828815069,1.15374382775541,0.367780755365881,-0.466612789976492,0.976320128051871,1.99162429979883,0.286660050417156,-0.667086170762967,-0.877702753951233,-0.213849915586235,-0.172578617148615,-0.809824994271658,1.33520168149009,0.0261708395627449,0.796765236736569,1.52563093733456,-2.23255918441364,-0.299158267775392,-2.03354850653809,0.438876037579905,-0.567050490423624,0.472539933668743,0.607849069065623,-1.8158646851326,-0.893007912962783,1.73715775746983,-1.04397005165227,1.88742086637586,-1.07441683588187,1.21228213593302,-1.14850587856547,-0.0932785170592398,-0.562069972245256,-0.620197010243847,0.164932190233167,1.77929359508952,0.423074887989931,-0.0365013491618816,1.04196974674706,0.61565036981419,0.791656535938012,0.0130182944772129,1.6737749488683,0.0317575445632516,-0.879533665105986,0.384690758826175,-0.627333656275759,0.816517966188302,-0.201424743884423,-0.569002572336545,-1.64317611763602,-0.9234459448328,-0.338554103226501
"ENSG00000004948",-0.400065416920313,1.01172958493256,-0.237392480841494,2.3999347639406,2.58003294914656,-0.405806770270488,-1.00738168175765,1.29851350950936,1.28611275007335,-1.00738168175765,0.204916347586167,-1.00738168175765,-1.00738168175765,-1.00738168175765,-0.427517425440176,-0.171383125990476,0.0967779839341135,-0.385022794258772,-0.0393225766911929,0.0594645110138223,0.670498397251158,1.78941819082199,-0.555559433078969,-0.5655224572765,-0.610567946855083,-0.18303321117719,-0.41143245977842,0.190861941483958,-0.280676985651638,0.0491247256204962,-0.325132842543016,-1.00738168175765,-0.0961220313677446,0.351847482373097,-1.00738168175765,-1.00738168175765,-1.00738168175765,-1.00738168175765,-1.00738168175765,-1.00738168175765,-0.49564781928722,0.63301060322515,-0.146130926792861,-1.00738168175765,-0.0686781353793098,0.564282372792359,-0.527860387155512,2.07252161496827,1.69146006395098,-1.00738168175765,-1.00738168175765,-1.00738168175765,-1.00738168175765,1.40669378430583,1.19143608557614,1.03424585105057,-1.00738168175765,0.446724844763782,-0.474360497814514,2.31263840937067,0.800046381155852,0.797812847361726
"ENSG00000005249",0.404105500499781,0.115400718303432,0.222305865467323,1.57411074383239,0.208286728142384,-2.69928800030718,0.399195397198703,0.000503707226270037,-1.21305863586717,-0.513617507991111,-0.557409794662916,-0.947975820011427,0.951859917339943,-0.795551088631826,0.334823807935561,-1.61416571879438,2.37506033935498,-0.585017887166058,-0.740384600346195,1.21167752263508,0.374175059476555,-0.646249278462341,0.248049543556562,-1.31568492153743,0.652256030367921,0.110897342322036,0.277390399921669,0.273139392738685,0.0509485337614256,0.917921037307353,-0.71336478933362,1.58745910393956,0.410298881762835,0.416553221896358,-1.77797388625688,0.752211633730718,-1.3952842651684,0.108655870553586,0.10196993298751,0.24393280600569,-0.348897008691518,0.379561054626218,2.61587775077531,-0.127035717167888,0.602714802206329,0.0957762205924054,1.31061911956139,-2.95310110477563,0.143390856472896,-1.00186412234058,-0.283714037044466,-0.0959771247593518,-1.01202689918814,-0.752130584621861,0.379005008991182,-0.037170192142234,0.34413683437948,0.211258808137266,-0.353312374100303,0.899638810364391,0.835760217887929,0.339326837109815
"ENSG00000005339",-1.32038995480998,-0.486540967710213,0.546746915021726,0.666093165050282,2.28550152067599,-0.485397865042969,-0.4316648241385,-0.482917524137805,-0.216858899553093,-2.30369430181743,0.15683796398616,-0.0681976982761639,2.1627645570292,1.23355084097286,-0.100270059546787,-1.06639535995751,0.0194728604164838,0.416537374506181,0.206416202141741,-0.246904054536497,1.02509892145414,0.392147111090112,-0.39945888987417,0.873765486150864,-0.647102725306013,1.46665293882668,-0.136642134230831,-0.700044594617672,0.517551924437309,0.122325100218601,-2.0251506036446,-1.03577338185168,0.216304299722138,0.756886941742302,0.565919861530776,-0.625430783874347,1.40590027664712,-1.38145281484528,1.10793917820003,-1.36105849009735,-2.1630607464692,0.362063461083441,0.0857049237055404,-0.720643288016532,1.95054917523461,-0.101902008759673,1.53792276074366,-0.880444600120392,0.318351335524331,-0.0193452887126744,1.06980099774688,0.151886379468952,0.746369830411742,-0.742476520997684,-0.563361442241417,-1.06421795871907,-0.252984952110336,-0.415644394454716,0.585575081864762,-1.17306354478934,-0.700336445810678,1.36618973346596
"ENSG00000005483",0.483939785907675,1.07141875423148,-1.35772909585662,0.519951635408937,-0.871481766424531,0.471548353275653,-0.0751431129300682,-1.33917322215628,-0.406816371292165,-1.18945584557637,0.569519484902668,-0.0240853490863535,1.31007324637342,-0.171546824729663,0.274351032667733,-1.89998809875889,1.30714991085756,0.702015154698795,-1.32921443669097,0.999481458018576,0.988774404363703,-1.71731646417057,-0.365227978845013,-0.724071458664807,-0.558787542405233,0.00627508619395838,0.0670040123481894,0.295709899812336,0.276944385914857,1.66961150956866,-0.752349040150322,1.70476974326488,-0.846259962670097,-0.0674896071188191,0.998507225352279,-1.03558167221412,-1.54587949410224,0.793491597630361,0.972636491619559,-1.08621644836828,-1.91745152520579,0.921662134869122,-0.38558163918816,1.13832233507418,-0.159034781118908,-1.63739972922434,0.826403106806951,0.76604228292373,0.561147930345922,0.830533339057932,0.0255756373053473,0.208758798750685,-0.267949128731814,0.218009876980916,0.903382294090688,1.95944726297032,-0.602693759338689,0.65048319519202,-2.40595989691555,0.64775901063753,0.19564114822711,-0.596457273709144
"ENSG00000005884",-0.0402039094202473,0.900331161741041,0.266032002671176,0.894619896771033,0.618398278331713,0.796392541725125,0.822233896345869,-1.12320665615436,-1.61394441029722,-0.557563914904589,0.362214640215083,-1.33197569956743,0.558437945273706,0.910189296171821,-1.68345128567465,-0.853505363389813,0.758431481859414,0.29190341433994,-0.723756524906825,1.18301095912368,0.975956504145372,-1.8566848693608,-0.694488277337891,1.0573772227976,0.392692455097186,1.84625705485613,-2.17370748742998,-1.22822826199677,0.824794777272621,1.05862816529045,-0.107301551848337,-0.375830175377853,0.469431537393962,0.24116105807172,1.4292625610745,0.0425869849983569,1.29624953221531,0.968439947488601,0.695913984961519,0.584240436000032,-0.456839482900775,-0.563352203502775,0.695275636221054,1.48519286134367,1.67526819240659,0.0737360863113097,1.05662654841838,-1.1687980212434,-0.379674591193745,-1.03806231378437,-0.287465227243096,0.0438933770368901,-0.530686221243532,-0.952690424729778,0.246902858359133,-0.526675418761189,-1.46090679214792,0.227323528323926,0.0262396718000835,-0.389100064268005,-1.40037237523646,-2.25717497253216
